"Transcript_ID" "Gene_Name" "Description"
"ENST00000458574" "MPC2" "protein_coding"
"ENST00000367565" "TEDDM1" "protein_coding"
"ENST00000367506" "TRMT1L" "protein_coding"
"ENST00000465827" "TRMT1L" "lncRNA"
"ENST00000458395" "TRMT1L" "protein_coding"
"ENST00000487028" "TRMT1L" "lncRNA"
"ENST00000367462" "BRINP3" "protein_coding"
"ENST00000463404" "BRINP3" "lncRNA"
"ENST00000631494" "BRINP3" "protein_coding"
"ENST00000445957" "BRINP3" "protein_coding"
"ENST00000633243" "BRINP3" "lncRNA"
"ENST00000475956" "MFSD4A" "nonsense_mediated_decay"
"ENST00000539267" "MFSD4A" "nonsense_mediated_decay"
"ENST00000367147" "MFSD4A" "protein_coding"
"ENST00000489709" "MFSD4A" "protein_coding"
"ENST00000616173" "MFSD4A" "protein_coding"
"ENST00000536357" "MFSD4A" "protein_coding"
"ENST00000621216" "MFSD4A" "protein_coding"
"ENST00000614644" "MFSD4A" "lncRNA"
"ENST00000465651" "MFSD4A" "retained_intron"
"ENST00000471425" "MFSD4A" "retained_intron"
"ENST00000478555" "MFSD4A" "retained_intron"
"ENST00000366528" "COX20" "protein_coding"
"ENST00000391839" "COX20" "lncRNA"
"ENST00000411948" "COX20" "protein_coding"
"ENST00000498262" "COX20" "lncRNA"
"ENST00000464757" "COX20" "retained_intron"
"ENST00000382110" "TRAPPC12" "protein_coding"
"ENST00000324266" "TRAPPC12" "protein_coding"
"ENST00000482645" "TRAPPC12" "retained_intron"
"ENST00000411973" "TRAPPC12" "nonsense_mediated_decay"
"ENST00000457845" "TRAPPC12" "protein_coding"
"ENST00000441983" "TRAPPC12" "protein_coding"
"ENST00000417243" "TRAPPC12" "nonsense_mediated_decay"
"ENST00000469147" "TRAPPC12" "lncRNA"
"ENST00000441099" "TRAPPC12" "nonsense_mediated_decay"
"ENST00000433382" "TRAPPC12" "retained_intron"
"ENST00000462983" "TRAPPC12" "lncRNA"
"ENST00000479897" "TRAPPC12" "retained_intron"
"ENST00000415624" "TRAPPC12" "protein_coding"
"ENST00000479955" "TRAPPC12" "lncRNA"
"ENST00000497597" "TRAPPC12" "retained_intron"
"ENST00000473348" "TRAPPC12" "lncRNA"
"ENST00000461577" "TRAPPC12" "retained_intron"
"ENST00000489032" "TRAPPC12" "retained_intron"
"ENST00000437733" "TRAPPC12" "nonsense_mediated_decay"
"ENST00000416918" "TRAPPC12" "protein_coding"
"ENST00000469400" "TRAPPC12" "lncRNA"
"ENST00000452495" "TRAPPC12" "protein_coding"
"ENST00000493792" "TRAPPC12" "retained_intron"
"ENST00000619656" "LDAH" "protein_coding"
"ENST00000541941" "LDAH" "protein_coding"
"ENST00000440866" "LDAH" "protein_coding"
"ENST00000435420" "LDAH" "protein_coding"
"ENST00000403006" "LDAH" "protein_coding"
"ENST00000237822" "LDAH" "protein_coding"
"ENST00000381090" "LDAH" "protein_coding"
"ENST00000470099" "LDAH" "retained_intron"
"ENST00000626491" "LDAH" "protein_coding"
"ENST00000432947" "LDAH" "protein_coding"
"ENST00000412261" "LDAH" "protein_coding"
"ENST00000402479" "LDAH" "protein_coding"
"ENST00000419825" "LDAH" "protein_coding"
"ENST00000380171" "ATRAID" "protein_coding"
"ENST00000611786" "ATRAID" "protein_coding"
"ENST00000484646" "ATRAID" "retained_intron"
"ENST00000606999" "ATRAID" "protein_coding"
"ENST00000405489" "ATRAID" "protein_coding"
"ENST00000419744" "ATRAID" "protein_coding"
"ENST00000491220" "ATRAID" "retained_intron"
"ENST00000472515" "ATRAID" "retained_intron"
"ENST00000455230" "NDUFAF7" "nonsense_mediated_decay"
"ENST00000002125" "NDUFAF7" "protein_coding"
"ENST00000474154" "NDUFAF7" "retained_intron"
"ENST00000336237" "NDUFAF7" "protein_coding"
"ENST00000431821" "NDUFAF7" "protein_coding"
"ENST00000416653" "NDUFAF7" "protein_coding"
"ENST00000469831" "NDUFAF7" "retained_intron"
"ENST00000483999" "NDUFAF7" "lncRNA"
"ENST00000439218" "NDUFAF7" "protein_coding"
"ENST00000432075" "NDUFAF7" "protein_coding"
"ENST00000474257" "NDUFAF7" "retained_intron"
"ENST00000419278" "NDUFAF7" "lncRNA"
"ENST00000441905" "NDUFAF7" "nonsense_mediated_decay"
"ENST00000449105" "HNRNPLL" "protein_coding"
"ENST00000409636" "HNRNPLL" "protein_coding"
"ENST00000378915" "HNRNPLL" "protein_coding"
"ENST00000358367" "HNRNPLL" "protein_coding"
"ENST00000608859" "HNRNPLL" "protein_coding"
"ENST00000272249" "HNRNPLL" "nonsense_mediated_decay"
"ENST00000409328" "HNRNPLL" "protein_coding"
"ENST00000441689" "HNRNPLL" "protein_coding"
"ENST00000410076" "HNRNPLL" "protein_coding"
"ENST00000488099" "HNRNPLL" "retained_intron"
"ENST00000425682" "HNRNPLL" "protein_coding"
"ENST00000498516" "HNRNPLL" "lncRNA"
"ENST00000615901" "SPTBN1" "protein_coding"
"ENST00000356805" "SPTBN1" "protein_coding"
"ENST00000389980" "SPTBN1" "protein_coding"
"ENST00000602898" "SPTBN1" "retained_intron"
"ENST00000333896" "SPTBN1" "protein_coding"
"ENST00000496323" "SPTBN1" "retained_intron"
"ENST00000467371" "SPTBN1" "retained_intron"
"ENST00000339012" "CFAP36" "protein_coding"
"ENST00000406691" "CFAP36" "protein_coding"
"ENST00000349456" "CFAP36" "protein_coding"
"ENST00000407816" "CFAP36" "protein_coding"
"ENST00000403007" "CFAP36" "protein_coding"
"ENST00000490934" "CFAP36" "lncRNA"
"ENST00000481791" "CFAP36" "retained_intron"
"ENST00000611717" "PPP4R3B" "protein_coding"
"ENST00000616407" "PPP4R3B" "protein_coding"
"ENST00000616288" "PPP4R3B" "protein_coding"
"ENST00000482826" "PPP4R3B" "retained_intron"
"ENST00000470801" "PPP4R3B" "lncRNA"
"ENST00000612688" "PPP4R3B" "lncRNA"
"ENST00000649427" "RAB1A" "nonsense_mediated_decay"
"ENST00000494188" "RAB1A" "lncRNA"
"ENST00000409784" "RAB1A" "protein_coding"
"ENST00000409892" "RAB1A" "protein_coding"
"ENST00000398529" "RAB1A" "protein_coding"
"ENST00000409751" "RAB1A" "protein_coding"
"ENST00000494621" "ZNF638" "protein_coding"
"ENST00000466975" "ZNF638" "protein_coding"
"ENST00000410075" "ZNF638" "protein_coding"
"ENST00000466330" "ZNF638" "protein_coding"
"ENST00000437658" "ZNF638" "protein_coding"
"ENST00000464375" "ZNF638" "protein_coding"
"ENST00000475743" "ZNF638" "protein_coding"
"ENST00000409544" "ZNF638" "protein_coding"
"ENST00000455226" "ZNF638" "protein_coding"
"ENST00000454278" "ZNF638" "protein_coding"
"ENST00000487707" "ZNF638" "lncRNA"
"ENST00000417778" "ZNF638" "protein_coding"
"ENST00000454122" "ZNF638" "protein_coding"
"ENST00000264447" "ZNF638" "protein_coding"
"ENST00000601581" "ZNF638" "lncRNA"
"ENST00000486494" "ZNF638" "retained_intron"
"ENST00000491843" "ZNF638" "retained_intron"
"ENST00000487638" "ZNF638" "retained_intron"
"ENST00000494241" "ZNF638" "retained_intron"
"ENST00000409407" "ZNF638" "lncRNA"
"ENST00000483421" "ZNF638" "retained_intron"
"ENST00000493576" "ZNF638" "protein_coding"
"ENST00000461991" "ZNF638" "protein_coding"
"ENST00000492262" "ZNF638" "retained_intron"
"ENST00000472758" "ZNF638" "retained_intron"
"ENST00000488126" "ZNF638" "retained_intron"
"ENST00000460310" "ZNF638" "retained_intron"
"ENST00000354204" "KANSL3" "nonsense_mediated_decay"
"ENST00000447759" "KANSL3" "nonsense_mediated_decay"
"ENST00000487070" "KANSL3" "lncRNA"
"ENST00000431828" "KANSL3" "protein_coding"
"ENST00000420155" "KANSL3" "nonsense_mediated_decay"
"ENST00000670907" "KANSL3" "nonsense_mediated_decay"
"ENST00000666923" "KANSL3" "protein_coding"
"ENST00000484020" "KANSL3" "retained_intron"
"ENST00000597150" "KANSL3" "nonsense_mediated_decay"
"ENST00000444759" "KANSL3" "nonsense_mediated_decay"
"ENST00000476534" "KANSL3" "retained_intron"
"ENST00000488907" "KANSL3" "retained_intron"
"ENST00000425656" "KANSL3" "nonsense_mediated_decay"
"ENST00000452268" "KANSL3" "nonsense_mediated_decay"
"ENST00000448075" "KANSL3" "protein_coding"
"ENST00000451819" "KANSL3" "nonsense_mediated_decay"
"ENST00000416138" "KANSL3" "nonsense_mediated_decay"
"ENST00000418735" "KANSL3" "nonsense_mediated_decay"
"ENST00000464738" "KANSL3" "lncRNA"
"ENST00000475820" "KANSL3" "lncRNA"
"ENST00000478492" "KANSL3" "retained_intron"
"ENST00000640791" "SCN2A" "lncRNA"
"ENST00000636384" "SCN2A" "nonsense_mediated_decay"
"ENST00000424833" "SCN2A" "protein_coding"
"ENST00000375437" "SCN2A" "protein_coding"
"ENST00000636071" "SCN2A" "protein_coding"
"ENST00000637367" "SCN2A" "nonsense_mediated_decay"
"ENST00000635945" "SCN2A" "lncRNA"
"ENST00000636985" "SCN2A" "protein_coding"
"ENST00000631182" "SCN2A" "protein_coding"
"ENST00000636135" "SCN2A" "nonsense_mediated_decay"
"ENST00000638151" "SCN2A" "lncRNA"
"ENST00000637266" "SCN2A" "protein_coding"
"ENST00000283256" "SCN2A" "protein_coding"
"ENST00000636662" "SCN2A" "nonsense_mediated_decay"
"ENST00000480032" "SCN2A" "retained_intron"
"ENST00000636769" "SCN2A" "nonsense_mediated_decay"
"ENST00000375427" "SCN2A" "protein_coding"
"ENST00000486878" "SCN2A" "protein_coding"
"ENST00000354611" "TYW5" "protein_coding"
"ENST00000483328" "TYW5" "nonsense_mediated_decay"
"ENST00000452512" "TYW5" "lncRNA"
"ENST00000441832" "TYW5" "nonsense_mediated_decay"
"ENST00000493181" "TYW5" "retained_intron"
"ENST00000199940" "MAP2" "protein_coding"
"ENST00000392193" "MAP2" "protein_coding"
"ENST00000360351" "MAP2" "protein_coding"
"ENST00000361559" "MAP2" "protein_coding"
"ENST00000445941" "MAP2" "protein_coding"
"ENST00000392194" "MAP2" "protein_coding"
"ENST00000447185" "MAP2" "protein_coding"
"ENST00000452717" "MAP2" "protein_coding"
"ENST00000471619" "MAP2" "lncRNA"
"ENST00000482864" "MAP2" "lncRNA"
"ENST00000461253" "MAP2" "lncRNA"
"ENST00000481649" "MAP2" "lncRNA"
"ENST00000475600" "MAP2" "lncRNA"
"ENST00000464007" "MAP2" "retained_intron"
"ENST00000478233" "MAP2" "retained_intron"
"ENST00000473543" "MAP2" "lncRNA"
"ENST00000360507" "CNPPD1" "protein_coding"
"ENST00000409789" "CNPPD1" "protein_coding"
"ENST00000453038" "CNPPD1" "protein_coding"
"ENST00000451647" "CNPPD1" "protein_coding"
"ENST00000461395" "ASIC4" "retained_intron"
"ENST00000347842" "ASIC4" "protein_coding"
"ENST00000358078" "ASIC4" "protein_coding"
"ENST00000474489" "ASIC4" "retained_intron"
"ENST00000473709" "ASIC4" "lncRNA"
"ENST00000636099" "NYAP2" "protein_coding"
"ENST00000272907" "NYAP2" "protein_coding"
"ENST00000307266" "COPS9" "protein_coding"
"ENST00000491765" "COPS9" "retained_intron"
"ENST00000489698" "COPS9" "lncRNA"
"ENST00000607357" "COPS9" "protein_coding"
"ENST00000403160" "COPS9" "protein_coding"
"ENST00000530758" "BRK1" "protein_coding"
"ENST00000567514" "MKRN2OS" "lncRNA"
"ENST00000561645" "MKRN2OS" "nonsense_mediated_decay"
"ENST00000564146" "MKRN2OS" "protein_coding"
"ENST00000447550" "MKRN2OS" "lncRNA"
"ENST00000611584" "CCDC174" "protein_coding"
"ENST00000383794" "CCDC174" "protein_coding"
"ENST00000463438" "CCDC174" "retained_intron"
"ENST00000303688" "CCDC174" "protein_coding"
"ENST00000465759" "CCDC174" "retained_intron"
"ENST00000476763" "CCDC174" "lncRNA"
"ENST00000447630" "SS18L2" "protein_coding"
"ENST00000011691" "SS18L2" "protein_coding"
"ENST00000474941" "SS18L2" "retained_intron"
"ENST00000383746" "TCAIM" "protein_coding"
"ENST00000417237" "TCAIM" "protein_coding"
"ENST00000494638" "TCAIM" "lncRNA"
"ENST00000396078" "TCAIM" "protein_coding"
"ENST00000462230" "TCAIM" "retained_intron"
"ENST00000412611" "TCAIM" "nonsense_mediated_decay"
"ENST00000444602" "TCAIM" "protein_coding"
"ENST00000342649" "TCAIM" "protein_coding"
"ENST00000431657" "TCAIM" "nonsense_mediated_decay"
"ENST00000462612" "TCAIM" "lncRNA"
"ENST00000417768" "TCAIM" "nonsense_mediated_decay"
"ENST00000469246" "TCAIM" "lncRNA"
"ENST00000416644" "ZNF660" "protein_coding"
"ENST00000468987" "ZNF660" "lncRNA"
"ENST00000441021" "ZNF660" "protein_coding"
"ENST00000322734" "ZNF660" "protein_coding"
"ENST00000429422" "MAP4" "protein_coding"
"ENST00000395734" "MAP4" "protein_coding"
"ENST00000426837" "MAP4" "protein_coding"
"ENST00000360240" "MAP4" "protein_coding"
"ENST00000420772" "MAP4" "protein_coding"
"ENST00000335271" "MAP4" "protein_coding"
"ENST00000477765" "MAP4" "retained_intron"
"ENST00000383736" "MAP4" "protein_coding"
"ENST00000462206" "MAP4" "retained_intron"
"ENST00000497735" "MAP4" "retained_intron"
"ENST00000482752" "MAP4" "retained_intron"
"ENST00000423088" "MAP4" "protein_coding"
"ENST00000633710" "MAP4" "protein_coding"
"ENST00000434267" "MAP4" "protein_coding"
"ENST00000439356" "MAP4" "protein_coding"
"ENST00000468075" "MAP4" "protein_coding"
"ENST00000479126" "TMA7" "retained_intron"
"ENST00000438607" "TMA7" "protein_coding"
"ENST00000477624" "TMA7" "retained_intron"
"ENST00000495461" "SELENOK" "protein_coding"
"ENST00000541726" "SELENOK" "protein_coding"
"ENST00000488746" "SELENOK" "nonsense_mediated_decay"
"ENST00000487571" "SELENOK" "retained_intron"
"ENST00000485414" "SELENOK" "lncRNA"
"ENST00000459993" "TASOR" "retained_intron"
"ENST00000431842" "TASOR" "protein_coding"
"ENST00000493960" "TASOR" "protein_coding"
"ENST00000355628" "TASOR" "protein_coding"
"ENST00000614531" "TASOR" "protein_coding"
"ENST00000485156" "TASOR" "lncRNA"
"ENST00000487036" "TASOR" "retained_intron"
"ENST00000461863" "TASOR" "retained_intron"
"ENST00000478052" "TASOR" "lncRNA"
"ENST00000477406" "TASOR" "retained_intron"
"ENST00000311128" "DENND6A" "protein_coding"
"ENST00000471531" "DENND6A" "protein_coding"
"ENST00000480710" "DENND6A" "retained_intron"
"ENST00000477344" "DENND6A" "protein_coding"
"ENST00000487662" "DENND6A" "retained_intron"
"ENST00000464875" "DENND6A" "retained_intron"
"ENST00000502288" "CLDND1" "protein_coding"
"ENST00000507874" "CLDND1" "protein_coding"
"ENST00000394180" "CLDND1" "protein_coding"
"ENST00000506885" "CLDND1" "protein_coding"
"ENST00000503004" "CLDND1" "protein_coding"
"ENST00000341181" "CLDND1" "protein_coding"
"ENST00000394185" "CLDND1" "protein_coding"
"ENST00000394181" "CLDND1" "protein_coding"
"ENST00000513873" "CLDND1" "protein_coding"
"ENST00000510545" "CLDND1" "protein_coding"
"ENST00000511081" "CLDND1" "protein_coding"
"ENST00000513287" "CLDND1" "protein_coding"
"ENST00000506927" "CLDND1" "retained_intron"
"ENST00000511667" "CLDND1" "protein_coding"
"ENST00000513452" "CLDND1" "protein_coding"
"ENST00000502299" "CLDND1" "protein_coding"
"ENST00000512147" "CLDND1" "protein_coding"
"ENST00000508902" "CLDND1" "protein_coding"
"ENST00000510541" "CLDND1" "protein_coding"
"ENST00000508503" "CLDND1" "lncRNA"
"ENST00000514537" "CLDND1" "protein_coding"
"ENST00000507411" "CLDND1" "retained_intron"
"ENST00000515620" "CLDND1" "protein_coding"
"ENST00000507944" "CLDND1" "protein_coding"
"ENST00000508659" "CLDND1" "protein_coding"
"ENST00000503621" "CLDND1" "protein_coding"
"ENST00000503799" "CLDND1" "nonsense_mediated_decay"
"ENST00000508071" "CLDND1" "protein_coding"
"ENST00000513988" "CLDND1" "retained_intron"
"ENST00000502980" "CLDND1" "retained_intron"
"ENST00000506575" "CLDND1" "protein_coding"
"ENST00000314400" "NEPRO" "protein_coding"
"ENST00000383675" "NEPRO" "protein_coding"
"ENST00000472637" "NEPRO" "nonsense_mediated_decay"
"ENST00000486271" "NEPRO" "retained_intron"
"ENST00000469809" "NEPRO" "nonsense_mediated_decay"
"ENST00000474311" "NEPRO" "retained_intron"
"ENST00000472705" "NEPRO" "nonsense_mediated_decay"
"ENST00000469169" "NEPRO" "nonsense_mediated_decay"
"ENST00000473284" "NEPRO" "nonsense_mediated_decay"
"ENST00000489848" "NEPRO" "nonsense_mediated_decay"
"ENST00000462295" "NEPRO" "nonsense_mediated_decay"
"ENST00000461381" "NEPRO" "nonsense_mediated_decay"
"ENST00000472762" "NEPRO" "lncRNA"
"ENST00000482229" "NEPRO" "retained_intron"
"ENST00000464816" "NEPRO" "retained_intron"
"ENST00000496206" "NEPRO" "nonsense_mediated_decay"
"ENST00000460410" "NEPRO" "nonsense_mediated_decay"
"ENST00000494164" "NEPRO" "nonsense_mediated_decay"
"ENST00000491121" "NEPRO" "nonsense_mediated_decay"
"ENST00000494575" "NEPRO" "lncRNA"
"ENST00000494891" "NEPRO" "retained_intron"
"ENST00000470663" "NEPRO" "nonsense_mediated_decay"
"ENST00000496340" "NEPRO" "nonsense_mediated_decay"
"ENST00000472166" "NEPRO" "protein_coding"
"ENST00000493694" "TIMMDC1" "protein_coding"
"ENST00000494664" "TIMMDC1" "protein_coding"
"ENST00000264244" "TIMMDC1" "nonsense_mediated_decay"
"ENST00000486418" "TIMMDC1" "nonsense_mediated_decay"
