"Transcript_ID" "Gene_Name" "Description"
"ENST00000462032" "EPB41" "retained_intron"
"ENST00000398556" "ADGRB2" "protein_coding"
"ENST00000398547" "ADGRB2" "protein_coding"
"ENST00000373655" "ADGRB2" "protein_coding"
"ENST00000398542" "ADGRB2" "protein_coding"
"ENST00000465256" "ADGRB2" "retained_intron"
"ENST00000373658" "ADGRB2" "protein_coding"
"ENST00000530999" "ADGRB2" "retained_intron"
"ENST00000527361" "ADGRB2" "protein_coding"
"ENST00000398538" "ADGRB2" "protein_coding"
"ENST00000466109" "ADGRB2" "retained_intron"
"ENST00000420125" "ADGRB2" "protein_coding"
"ENST00000530134" "ADGRB2" "lncRNA"
"ENST00000533175" "ADGRB2" "protein_coding"
"ENST00000468430" "ADGRB2" "lncRNA"
"ENST00000436464" "ADGRB2" "protein_coding"
"ENST00000606738" "TRABD2B" "protein_coding"
"ENST00000435576" "TRABD2B" "lncRNA"
"ENST00000473719" "ADGRL2" "lncRNA"
"ENST00000370721" "ADGRL2" "protein_coding"
"ENST00000370727" "ADGRL2" "protein_coding"
"ENST00000370725" "ADGRL2" "protein_coding"
"ENST00000370723" "ADGRL2" "protein_coding"
"ENST00000370728" "ADGRL2" "protein_coding"
"ENST00000370730" "ADGRL2" "protein_coding"
"ENST00000492666" "ADGRL2" "lncRNA"
"ENST00000469377" "ADGRL2" "lncRNA"
"ENST00000359929" "ADGRL2" "protein_coding"
"ENST00000370715" "ADGRL2" "protein_coding"
"ENST00000370713" "ADGRL2" "protein_coding"
"ENST00000319517" "ADGRL2" "protein_coding"
"ENST00000627151" "ADGRL2" "protein_coding"
"ENST00000370717" "ADGRL2" "protein_coding"
"ENST00000449420" "ADGRL2" "protein_coding"
"ENST00000468283" "ADGRL2" "lncRNA"
"ENST00000402328" "ADGRL2" "protein_coding"
"ENST00000464775" "ADGRL2" "lncRNA"
"ENST00000472424" "ADGRL2" "lncRNA"
"ENST00000498776" "ADGRL2" "lncRNA"
"ENST00000464551" "ADGRL2" "lncRNA"
"ENST00000370563" "CLCA4" "protein_coding"
"ENST00000496322" "CLCA4" "lncRNA"
"ENST00000369740" "CHIA" "protein_coding"
"ENST00000422815" "CHIA" "protein_coding"
"ENST00000483391" "CHIA" "protein_coding"
"ENST00000451398" "CHIA" "protein_coding"
"ENST00000343320" "CHIA" "protein_coding"
"ENST00000352594" "CHIA" "nonsense_mediated_decay"
"ENST00000477918" "CHIA" "retained_intron"
"ENST00000353665" "CHIA" "protein_coding"
"ENST00000489524" "CHIA" "protein_coding"
"ENST00000430615" "CHIA" "protein_coding"
"ENST00000484512" "PIFO" "lncRNA"
"ENST00000369737" "PIFO" "protein_coding"
"ENST00000369738" "PIFO" "protein_coding"
"ENST00000468395" "PIFO" "lncRNA"
"ENST00000527570" "INKA2" "lncRNA"
"ENST00000357260" "INKA2" "protein_coding"
"ENST00000534365" "INKA2" "protein_coding"
"ENST00000444059" "INKA2" "lncRNA"
"ENST00000527621" "INKA2" "protein_coding"
"ENST00000479861" "CFAP45" "retained_intron"
"ENST00000476696" "CFAP45" "nonsense_mediated_decay"
"ENST00000368099" "CFAP45" "protein_coding"
"ENST00000426543" "CFAP45" "protein_coding"
"ENST00000475911" "CFAP45" "retained_intron"
"ENST00000479940" "CFAP45" "protein_coding"
"ENST00000367935" "SPATA46" "protein_coding"
"ENST00000493255" "SPATA46" "nonsense_mediated_decay"
"ENST00000361539" "BRINP2" "protein_coding"
"ENST00000460161" "BRINP2" "lncRNA"
"ENST00000478325" "BRINP2" "lncRNA"
"ENST00000366875" "CCDC185" "protein_coding"
"ENST00000366788" "STUM" "protein_coding"
"ENST00000366789" "STUM" "protein_coding"
"ENST00000467495" "STUM" "retained_intron"
"ENST00000258229" "PCNX2" "protein_coding"
"ENST00000496675" "PCNX2" "lncRNA"
"ENST00000344698" "PCNX2" "protein_coding"
"ENST00000462233" "PCNX2" "nonsense_mediated_decay"
"ENST00000462762" "PCNX2" "lncRNA"
"ENST00000497623" "PCNX2" "retained_intron"
"ENST00000522067" "PCNX2" "retained_intron"
"ENST00000429988" "PCNX2" "retained_intron"
"ENST00000475463" "PCNX2" "nonsense_mediated_decay"
"ENST00000484041" "PCNX2" "retained_intron"
"ENST00000490102" "PCNX2" "nonsense_mediated_decay"
"ENST00000484347" "PCNX2" "protein_coding"
"ENST00000486012" "PCNX2" "nonsense_mediated_decay"
"ENST00000520463" "PCNX2" "lncRNA"
"ENST00000488780" "PCNX2" "protein_coding"
"ENST00000430153" "PCNX2" "protein_coding"
"ENST00000467336" "PCNX2" "lncRNA"
"ENST00000496510" "PCNX2" "lncRNA"
"ENST00000498302" "PCNX2" "retained_intron"
"ENST00000518351" "PCNX2" "protein_coding"
"ENST00000517808" "PCNX2" "nonsense_mediated_decay"
"ENST00000324142" "PCNX2" "retained_intron"
"ENST00000519530" "PCNX2" "retained_intron"
"ENST00000288710" "DRC1" "protein_coding"
"ENST00000421869" "DRC1" "nonsense_mediated_decay"
"ENST00000649059" "DRC1" "nonsense_mediated_decay"
"ENST00000487307" "DRC1" "retained_intron"
"ENST00000497651" "DRC1" "retained_intron"
"ENST00000442810" "DRC1" "lncRNA"
"ENST00000483675" "DRC1" "retained_intron"
"ENST00000439066" "DRC1" "lncRNA"
"ENST00000335524" "PRR30" "protein_coding"
"ENST00000432962" "PRR30" "protein_coding"
"ENST00000272425" "NAT8" "protein_coding"
"ENST00000290536" "M1AP" "protein_coding"
"ENST00000464686" "M1AP" "lncRNA"
"ENST00000409585" "M1AP" "protein_coding"
"ENST00000536235" "M1AP" "protein_coding"
"ENST00000485997" "M1AP" "lncRNA"
"ENST00000438226" "M1AP" "nonsense_mediated_decay"
"ENST00000422394" "M1AP" "nonsense_mediated_decay"
"ENST00000478437" "M1AP" "lncRNA"
"ENST00000421985" "M1AP" "protein_coding"
"ENST00000476689" "DNAH6" "retained_intron"
"ENST00000389394" "DNAH6" "protein_coding"
"ENST00000468661" "DNAH6" "lncRNA"
"ENST00000237449" "DNAH6" "protein_coding"
"ENST00000494025" "DNAH6" "retained_intron"
"ENST00000602588" "DNAH6" "retained_intron"
"ENST00000358371" "MAP3K19" "protein_coding"
"ENST00000668969" "MAP3K19" "retained_intron"
"ENST00000661220" "MAP3K19" "lncRNA"
"ENST00000661533" "MAP3K19" "retained_intron"
"ENST00000662522" "MAP3K19" "nonsense_mediated_decay"
"ENST00000392915" "MAP3K19" "protein_coding"
"ENST00000375845" "MAP3K19" "protein_coding"
"ENST00000392917" "MAP3K19" "protein_coding"
"ENST00000375844" "MAP3K19" "protein_coding"
"ENST00000392918" "MAP3K19" "protein_coding"
"ENST00000669521" "MAP3K19" "retained_intron"
"ENST00000437365" "MAP3K19" "protein_coding"
"ENST00000478805" "MAP3K19" "retained_intron"
"ENST00000638025" "MAP3K19" "lncRNA"
"ENST00000669737" "MAP3K19" "lncRNA"
"ENST00000637841" "MAP3K19" "protein_coding"
"ENST00000425952" "MAP3K19" "lncRNA"
"ENST00000658678" "MAP3K19" "lncRNA"
"ENST00000468155" "MAP3K19" "retained_intron"
"ENST00000656750" "MAP3K19" "protein_coding"
"ENST00000414343" "MAP3K19" "protein_coding"
"ENST00000486077" "MAP3K19" "lncRNA"
"ENST00000409063" "DNAH7" "protein_coding"
"ENST00000312428" "DNAH7" "protein_coding"
"ENST00000484183" "DNAH7" "lncRNA"
"ENST00000438565" "DNAH7" "protein_coding"
"ENST00000493844" "DNAH7" "retained_intron"
"ENST00000475293" "DNAH7" "retained_intron"
"ENST00000410072" "DNAH7" "protein_coding"
"ENST00000427816" "DNAH7" "protein_coding"
"ENST00000289388" "CATIP" "protein_coding"
"ENST00000480532" "CATIP" "retained_intron"
"ENST00000495773" "CATIP" "retained_intron"
"ENST00000481940" "CATIP" "lncRNA"
"ENST00000494447" "CATIP" "retained_intron"
"ENST00000341552" "CFAP65" "protein_coding"
"ENST00000453220" "CFAP65" "protein_coding"
"ENST00000413871" "CFAP65" "protein_coding"
"ENST00000462848" "CFAP65" "retained_intron"
"ENST00000474601" "CFAP65" "retained_intron"
"ENST00000441968" "CFAP65" "protein_coding"
"ENST00000463683" "CFAP65" "retained_intron"
"ENST00000409865" "CFAP65" "protein_coding"
"ENST00000410037" "CFAP65" "protein_coding"
"ENST00000457968" "CFAP65" "protein_coding"
"ENST00000436631" "CFAP65" "protein_coding"
"ENST00000295729" "CFAP65" "protein_coding"
"ENST00000458526" "CFAP65" "protein_coding"
"ENST00000373666" "DAW1" "nonsense_mediated_decay"
"ENST00000309931" "DAW1" "protein_coding"
"ENST00000440997" "DAW1" "protein_coding"
"ENST00000454999" "DAW1" "nonsense_mediated_decay"
"ENST00000472604" "DAW1" "lncRNA"
"ENST00000341795" "SSUH2" "protein_coding"
"ENST00000413305" "SSUH2" "nonsense_mediated_decay"
"ENST00000420394" "SSUH2" "nonsense_mediated_decay"
"ENST00000455157" "SSUH2" "nonsense_mediated_decay"
"ENST00000317371" "SSUH2" "protein_coding"
"ENST00000495366" "SSUH2" "retained_intron"
"ENST00000435138" "SSUH2" "nonsense_mediated_decay"
"ENST00000415132" "SSUH2" "nonsense_mediated_decay"
"ENST00000544814" "SSUH2" "protein_coding"
"ENST00000492435" "SSUH2" "lncRNA"
"ENST00000466215" "SSUH2" "lncRNA"
"ENST00000484585" "SSUH2" "lncRNA"
"ENST00000483845" "SSUH2" "lncRNA"
"ENST00000470009" "SSUH2" "lncRNA"
"ENST00000464494" "SSUH2" "lncRNA"
"ENST00000478513" "SSUH2" "lncRNA"
"ENST00000431315" "FANCD2OS" "lncRNA"
"ENST00000450616" "FANCD2OS" "lncRNA"
"ENST00000436517" "FANCD2OS" "lncRNA"
"ENST00000524279" "FANCD2OS" "protein_coding"
"ENST00000453223" "FANCD2OS" "protein_coding"
"ENST00000450660" "FANCD2OS" "protein_coding"
"ENST00000339732" "GALNT15" "protein_coding"
"ENST00000437509" "GALNT15" "protein_coding"
"ENST00000470031" "GALNT15" "lncRNA"
"ENST00000430410" "GALNT15" "nonsense_mediated_decay"
"ENST00000489467" "GALNT15" "retained_intron"
"ENST00000617544" "GALNT15" "protein_coding"
"ENST00000650034" "GALNT15" "protein_coding"
"ENST00000492714" "OXSR1" "lncRNA"
"ENST00000446845" "OXSR1" "protein_coding"
"ENST00000311806" "OXSR1" "protein_coding"
"ENST00000426620" "OXSR1" "nonsense_mediated_decay"
"ENST00000483695" "OXSR1" "retained_intron"
"ENST00000467900" "OXSR1" "retained_intron"
"ENST00000565749" "ACKR2" "lncRNA"
"ENST00000463699" "ACKR2" "lncRNA"
"ENST00000422265" "ACKR2" "protein_coding"
"ENST00000460855" "ACKR2" "lncRNA"
"ENST00000498111" "ACKR2" "lncRNA"
"ENST00000442925" "ACKR2" "protein_coding"
"ENST00000480215" "ACKR2" "lncRNA"
"ENST00000497921" "ACKR2" "protein_coding"
"ENST00000492609" "ACKR2" "protein_coding"
"ENST00000494619" "ACKR2" "protein_coding"
"ENST00000493193" "ACKR2" "protein_coding"
"ENST00000486752" "DNAH1" "retained_intron"
"ENST00000420323" "DNAH1" "protein_coding"
"ENST00000497875" "DNAH1" "retained_intron"
"ENST00000466628" "DNAH1" "lncRNA"
"ENST00000488988" "DNAH1" "retained_intron"
"ENST00000490713" "DNAH1" "nonsense_mediated_decay"
"ENST00000480649" "DNAH1" "protein_coding"
"ENST00000487254" "DNAH1" "retained_intron"
"ENST00000323523" "TMEM45A" "protein_coding"
"ENST00000403410" "TMEM45A" "protein_coding"
"ENST00000449609" "TMEM45A" "protein_coding"
"ENST00000462884" "TMEM45A" "lncRNA"
"ENST00000485260" "TMEM45A" "lncRNA"
"ENST00000489060" "TMEM45A" "retained_intron"
"ENST00000488904" "TMEM45A" "lncRNA"
"ENST00000273352" "ADGRG7" "protein_coding"
"ENST00000481361" "ADGRG7" "lncRNA"
"ENST00000493081" "ADGRG7" "lncRNA"
"ENST00000475887" "ADGRG7" "protein_coding"
"ENST00000481506" "ADGRG7" "lncRNA"
"ENST00000393845" "CFAP44" "protein_coding"
"ENST00000489244" "CFAP44" "nonsense_mediated_decay"
"ENST00000461734" "CFAP44" "nonsense_mediated_decay"
"ENST00000484923" "CFAP44" "retained_intron"
"ENST00000465510" "CFAP44" "retained_intron"
"ENST00000490481" "CFAP44" "nonsense_mediated_decay"
"ENST00000488854" "CFAP44" "nonsense_mediated_decay"
"ENST00000295868" "CFAP44" "protein_coding"
"ENST00000475568" "CFAP44" "lncRNA"
"ENST00000465186" "CFAP44" "nonsense_mediated_decay"
"ENST00000489938" "CFAP44" "nonsense_mediated_decay"
"ENST00000479422" "CFAP44" "retained_intron"
"ENST00000473143" "CFAP44" "protein_coding"
"ENST00000442080" "GMNC" "protein_coding"
"ENST00000495042" "GMNC" "retained_intron"
"ENST00000479491" "GMNC" "lncRNA"
"ENST00000456552" "GMNC" "nonsense_mediated_decay"
"ENST00000469783" "MELTF" "retained_intron"
"ENST00000296350" "MELTF" "protein_coding"
"ENST00000296351" "MELTF" "protein_coding"
"ENST00000489445" "MELTF" "retained_intron"
"ENST00000439320" "MELTF" "protein_coding"
"ENST00000491399" "MELTF" "retained_intron"
"ENST00000473501" "MELTF" "retained_intron"
"ENST00000357504" "DTHD1" "protein_coding"
"ENST00000639862" "DTHD1" "protein_coding"
"ENST00000507598" "DTHD1" "protein_coding"
"ENST00000456874" "DTHD1" "protein_coding"
"ENST00000506008" "DTHD1" "lncRNA"
"ENST00000503528" "DTHD1" "lncRNA"
"ENST00000309447" "NWD2" "protein_coding"
"ENST00000512175" "THEGL" "protein_coding"
"ENST00000510716" "THEGL" "lncRNA"
"ENST00000502441" "PRR27" "lncRNA"
"ENST00000502294" "PRR27" "protein_coding"
"ENST00000344526" "PRR27" "protein_coding"
"ENST00000509633" "PRR27" "nonsense_mediated_decay"
"ENST00000512173" "PRR27" "nonsense_mediated_decay"
"ENST00000362026" "SLC9B2" "protein_coding"
"ENST00000506288" "SLC9B2" "protein_coding"
"ENST00000394785" "SLC9B2" "protein_coding"
"ENST00000503103" "SLC9B2" "protein_coding"
"ENST00000503230" "SLC9B2" "protein_coding"
"ENST00000510976" "SLC9B2" "lncRNA"
"ENST00000515424" "SLC9B2" "lncRNA"
"ENST00000503818" "SLC9B2" "protein_coding"
"ENST00000505838" "SLC9B2" "lncRNA"
"ENST00000508136" "SLC9B2" "nonsense_mediated_decay"
"ENST00000512806" "SLC9B2" "lncRNA"
"ENST00000472310" "MCUB" "retained_intron"
"ENST00000515114" "MCUB" "lncRNA"
"ENST00000394650" "MCUB" "protein_coding"
"ENST00000452915" "MCUB" "lncRNA"
"ENST00000494604" "MCUB" "retained_intron"
"ENST00000630678" "DUX4L7" "unprocessed_pseudogene"
"ENST00000626483" "DUX4L6" "unprocessed_pseudogene"
"ENST00000630834" "DUX4L5" "unprocessed_pseudogene"
"ENST00000566884" "DUX4L4" "unprocessed_pseudogene"
"ENST00000627662" "DUX4L1" "unprocessed_pseudogene"
"ENST00000630187" "DUX4L3" "unprocessed_pseudogene"
"ENST00000561772" "DUX4L2" "unprocessed_pseudogene"
"ENST00000616166" "DUX4" "protein_coding"
"ENST00000570263" "DUX4" "protein_coding"
"ENST00000569241" "DUX4" "protein_coding"
"ENST00000565211" "DUX4" "protein_coding"
"ENST00000563716" "DUX4" "lncRNA"
"ENST00000564366" "DUX4" "lncRNA"
"ENST00000265104" "DNAH5" "protein_coding"
"ENST00000504001" "DNAH5" "lncRNA"
"ENST00000512443" "DNAH5" "retained_intron"
"ENST00000508040" "DNAH5" "retained_intron"
"ENST00000296794" "ARHGEF28" "protein_coding"
"ENST00000545377" "ARHGEF28" "protein_coding"
"ENST00000513042" "ARHGEF28" "protein_coding"
"ENST00000509848" "ARHGEF28" "protein_coding"
"ENST00000437974" "ARHGEF28" "protein_coding"
"ENST00000426542" "ARHGEF28" "protein_coding"
"ENST00000510131" "ARHGEF28" "retained_intron"
"ENST00000296799" "ARHGEF28" "protein_coding"
"ENST00000513841" "ARHGEF28" "lncRNA"
"ENST00000506334" "ARHGEF28" "lncRNA"
"ENST00000510312" "ARHGEF28" "retained_intron"
"ENST00000512883" "ARHGEF28" "protein_coding"
"ENST00000504003" "ARHGEF28" "retained_intron"
"ENST00000503341" "ARHGEF28" "retained_intron"
"ENST00000504467" "LVRN" "nonsense_mediated_decay"
"ENST00000357872" "LVRN" "protein_coding"
"ENST00000395528" "LVRN" "protein_coding"
"ENST00000514509" "LVRN" "nonsense_mediated_decay"
"ENST00000503329" "LVRN" "nonsense_mediated_decay"
"ENST00000512314" "LVRN" "nonsense_mediated_decay"
"ENST00000503203" "LVRN" "lncRNA"
"ENST00000515454" "LVRN" "lncRNA"
"ENST00000512413" "LVRN" "retained_intron"
"ENST00000506279" "LVRN" "retained_intron"
"ENST00000369562" "CFAP206" "protein_coding"
"ENST00000296885" "CFAP206" "retained_intron"
"ENST00000489338" "CFAP206" "nonsense_mediated_decay"
"ENST00000480123" "CFAP206" "protein_coding"
"ENST00000356128" "TRAPPC3L" "protein_coding"
"ENST00000368602" "TRAPPC3L" "protein_coding"
"ENST00000437098" "TRAPPC3L" "protein_coding"
"ENST00000230173" "ADGRG6" "protein_coding"
"ENST00000367608" "ADGRG6" "protein_coding"
"ENST00000415128" "ADGRG6" "retained_intron"
"ENST00000296932" "ADGRG6" "protein_coding"
"ENST00000367609" "ADGRG6" "protein_coding"
"ENST00000541199" "ADGRG6" "protein_coding"
"ENST00000435011" "ADGRG6" "protein_coding"
"ENST00000545477" "ADGRG6" "lncRNA"
"ENST00000508295" "ADGRG6" "protein_coding"
"ENST00000540208" "ADGRG6" "nonsense_mediated_decay"
"ENST00000463637" "ADGRG6" "retained_intron"
"ENST00000538281" "ADGRG6" "retained_intron"
"ENST00000472054" "ADGRG6" "retained_intron"
"ENST00000497898" "ADGRG6" "retained_intron"
"ENST00000539295" "ZC2HC1B" "lncRNA"
"ENST00000237275" "ZC2HC1B" "protein_coding"
"ENST00000522396" "ADGB" "nonsense_mediated_decay"
"ENST00000522242" "ADGB" "protein_coding"
"ENST00000397944" "ADGB" "protein_coding"
"ENST00000326929" "ADGB" "retained_intron"
"ENST00000493950" "ADGB" "nonsense_mediated_decay"
"ENST00000473647" "ADGB" "protein_coding"
"ENST00000480328" "ADGB" "nonsense_mediated_decay"
"ENST00000367490" "ADGB" "protein_coding"
"ENST00000326916" "ADGB" "protein_coding"
"ENST00000523560" "ADGB" "lncRNA"
"ENST00000470716" "ADGB" "protein_coding"
"ENST00000367489" "ADGB" "protein_coding"
"ENST00000401670" "GPER1" "protein_coding"
"ENST00000413368" "GPER1" "protein_coding"
"ENST00000397092" "GPER1" "protein_coding"
"ENST00000297469" "GPER1" "protein_coding"
"ENST00000397088" "GPER1" "protein_coding"
"ENST00000617001" "GPER1" "protein_coding"
"ENST00000619052" "GPER1" "protein_coding"
"ENST00000648806" "SSMEM1" "protein_coding"
"ENST00000297819" "SSMEM1" "protein_coding"
"ENST00000431418" "GALNTL5" "protein_coding"
"ENST00000416062" "GALNTL5" "nonsense_mediated_decay"
"ENST00000448366" "GALNTL5" "nonsense_mediated_decay"
"ENST00000426341" "GALNTL5" "nonsense_mediated_decay"
"ENST00000416269" "GALNTL5" "nonsense_mediated_decay"
"ENST00000392800" "GALNTL5" "protein_coding"
"ENST00000616416" "GALNTL5" "protein_coding"
"ENST00000414073" "GALNTL5" "nonsense_mediated_decay"
"ENST00000482845" "GALNTL5" "lncRNA"
"ENST00000468278" "GALNTL5" "lncRNA"
"ENST00000483959" "GALNTL5" "lncRNA"
"ENST00000622241" "PRAG1" "protein_coding"
"ENST00000615670" "PRAG1" "protein_coding"
"ENST00000413272" "NUGGC" "protein_coding"
"ENST00000418860" "NUGGC" "protein_coding"
"ENST00000316963" "LYPLA1" "protein_coding"
"ENST00000618741" "LYPLA1" "protein_coding"
"ENST00000618914" "LYPLA1" "protein_coding"
"ENST00000343231" "LYPLA1" "protein_coding"
"ENST00000519272" "LYPLA1" "lncRNA"
"ENST00000520718" "LYPLA1" "lncRNA"
"ENST00000518546" "LYPLA1" "protein_coding"
"ENST00000522007" "LYPLA1" "protein_coding"
"ENST00000519891" "LYPLA1" "lncRNA"
"ENST00000521352" "LYPLA1" "protein_coding"
"ENST00000521898" "LYPLA1" "protein_coding"
"ENST00000519926" "LYPLA1" "lncRNA"
"ENST00000517297" "LYPLA1" "retained_intron"
"ENST00000520896" "LYPLA1" "lncRNA"
"ENST00000521856" "LYPLA1" "lncRNA"
"ENST00000649457" "SAXO1" "protein_coding"
"ENST00000380534" "SAXO1" "protein_coding"
"ENST00000542071" "SAXO1" "protein_coding"
"ENST00000380530" "SAXO1" "protein_coding"
"ENST00000583128" "SAXO1" "lncRNA"
"ENST00000378788" "FAM205A" "protein_coding"
"ENST00000377311" "TMEM252" "protein_coding"
"ENST00000373588" "NR5A1" "protein_coding"
"ENST00000620110" "NR5A1" "protein_coding"
"ENST00000373587" "NR5A1" "protein_coding"
"ENST00000455734" "NR5A1" "protein_coding"
"ENST00000393215" "CFAP77" "protein_coding"
"ENST00000343036" "CFAP77" "protein_coding"
"ENST00000393216" "CFAP77" "protein_coding"
"ENST00000372034" "OBP2B" "protein_coding"
"ENST00000473737" "OBP2B" "nonsense_mediated_decay"
"ENST00000461961" "OBP2B" "lncRNA"
"ENST00000618116" "OBP2B" "protein_coding"
"ENST00000372032" "OBP2B" "protein_coding"
"ENST00000409414" "CYSRT1" "protein_coding"
"ENST00000650725" "CYSRT1" "protein_coding"
"ENST00000620243" "STPG3" "protein_coding"
"ENST00000388931" "STPG3" "protein_coding"
"ENST00000412566" "STPG3" "protein_coding"
"ENST00000620716" "STPG3" "nonsense_mediated_decay"
"ENST00000611378" "STPG3" "protein_coding"
"ENST00000610325" "STPG3" "retained_intron"
"ENST00000622761" "STPG3" "nonsense_mediated_decay"
"ENST00000332853" "VSTM4" "protein_coding"
"ENST00000476018" "VSTM4" "retained_intron"
"ENST00000298454" "VSTM4" "protein_coding"
"ENST00000310715" "CFAP70" "protein_coding"
"ENST00000462684" "CFAP70" "lncRNA"
"ENST00000495161" "CFAP70" "lncRNA"
"ENST00000433268" "CFAP70" "protein_coding"
"ENST00000493787" "CFAP70" "lncRNA"
"ENST00000340329" "CFAP70" "protein_coding"
"ENST00000355577" "CFAP70" "protein_coding"
"ENST00000394865" "CFAP70" "protein_coding"
"ENST00000372270" "PLAC9" "protein_coding"
"ENST00000372267" "PLAC9" "protein_coding"
"ENST00000372263" "PLAC9" "protein_coding"
"ENST00000465660" "PLAC9" "retained_intron"
"ENST00000650852" "PLEKHS1" "protein_coding"
"ENST00000361048" "PLEKHS1" "protein_coding"
"ENST00000652564" "PLEKHS1" "protein_coding"
"ENST00000369312" "PLEKHS1" "protein_coding"
"ENST00000619563" "PLEKHS1" "protein_coding"
"ENST00000369310" "PLEKHS1" "protein_coding"
"ENST00000369309" "PLEKHS1" "lncRNA"
"ENST00000354462" "PLEKHS1" "protein_coding"
"ENST00000448805" "PLEKHS1" "protein_coding"
"ENST00000333254" "CCDC172" "protein_coding"
"ENST00000497093" "CCDC172" "lncRNA"
"ENST00000463594" "CCDC172" "lncRNA"
"ENST00000278314" "ZNF214" "protein_coding"
"ENST00000536068" "ZNF214" "protein_coding"
"ENST00000531083" "ZNF214" "lncRNA"
"ENST00000525017" "ZNF214" "lncRNA"
"ENST00000377387" "SF1" "protein_coding"
"ENST00000377390" "SF1" "protein_coding"
"ENST00000227503" "SF1" "protein_coding"
"ENST00000448404" "SF1" "nonsense_mediated_decay"
"ENST00000377394" "SF1" "protein_coding"
"ENST00000334944" "SF1" "protein_coding"
"ENST00000443908" "SF1" "protein_coding"
"ENST00000413725" "SF1" "protein_coding"
"ENST00000433274" "SF1" "protein_coding"
"ENST00000486867" "SF1" "protein_coding"
"ENST00000477596" "SF1" "retained_intron"
"ENST00000489544" "SF1" "lncRNA"
"ENST00000486960" "SF1" "retained_intron"
"ENST00000496969" "SF1" "lncRNA"
"ENST00000626028" "SF1" "protein_coding"
"ENST00000633899" "SF1" "lncRNA"
"ENST00000413951" "SF1" "nonsense_mediated_decay"
"ENST00000432725" "SF1" "protein_coding"
"ENST00000482693" "SF1" "retained_intron"
"ENST00000472725" "SF1" "retained_intron"
"ENST00000463343" "SF1" "retained_intron"
"ENST00000530069" "ALDH3B2" "protein_coding"
"ENST00000349015" "ALDH3B2" "protein_coding"
"ENST00000531248" "ALDH3B2" "protein_coding"
"ENST00000534425" "ALDH3B2" "retained_intron"
"ENST00000525827" "ALDH3B2" "protein_coding"
"ENST00000528756" "ALDH3B2" "protein_coding"
"ENST00000531881" "ALDH3B2" "lncRNA"
"ENST00000533962" "ALDH3B2" "lncRNA"
"ENST00000278550" "TENM4" "protein_coding"
"ENST00000530738" "TENM4" "protein_coding"
"ENST00000533525" "TENM4" "protein_coding"
"ENST00000533013" "TENM4" "lncRNA"
"ENST00000533074" "TENM4" "protein_coding"
"ENST00000529798" "TENM4" "lncRNA"
"ENST00000532654" "TENM4" "retained_intron"
"ENST00000533038" "TENM4" "lncRNA"
